
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23 
Job Name: P2603-PR-SIM-018 
Licensed To: Licensed To: Edit name in <system>\company.txt 
DISPLACEMENTS REPORT: Nodal Movements 
CASE 1 (OPE) W+T1+P2 
 
  
  
 
 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg. 
    Angle/Node @2= .00 88                                                       
 -----------------------------------------------------------------------------  
 From  90  To  100  DX= 270.000 mm.  DY= 270.000 mm.  DZ= 381.000 mm.           
 -----------------------------------------------------------------------------  
 From  100  To  110  DX= 113.000 mm.  DY= 113.000 mm.                           
 BEND at "TO" end                                                               
    Radius= 383.255 mm. (user)   Bend Angle= 45.000   Angle/Node @1= 22.50 109  
 -----------------------------------------------------------------------------  
 From  110  To  120 DY= 2,532.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 119  
    Angle/Node @2= .00 118                                                      
 -----------------------------------------------------------------------------  
 From  120  To  130 DZ= 698.000 mm.                                             
 RESTRAINTS                                                                     
    Node  130  +Y                                                               
 -----------------------------------------------------------------------------  
 From  130  To  140 DZ= 2,225.000 mm.                                           
 RESTRAINTS                                                                     
    Node  140  +Y                                                               
 -----------------------------------------------------------------------------  
 From  140  To  150 DZ= 2,225.000 mm.                                           
 RESTRAINTS                                                                     
    Node  150  +Y                                                               
 -----------------------------------------------------------------------------  
 From  150  To  160 DZ= 2,225.000 mm.                                           
 RESTRAINTS                                                                     
    Node  160  +Y                                                               
 -----------------------------------------------------------------------------  
 From  160  To  170 DZ= 2,995.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 169  
    Angle/Node @2= .00 168                                                      
 -----------------------------------------------------------------------------  
 From  170  To  180  DX= -2,630.000 mm.                                         
 RESTRAINTS                                                                     
    Node  180  +Y                                                               
 -----------------------------------------------------------------------------  
 From  180  To  190  DX= -4,719.000 mm.                                         
 RESTRAINTS                                                                     
    Node  190  +Y                                                               
 -----------------------------------------------------------------------------  
 From  190  To  200  DX= -6,813.000 mm.                                         
 RESTRAINTS                                                                     
    Node  200  +Y                                                               
 -----------------------------------------------------------------------------  
 From  200  To  210  DX= -3,405.000 mm.                                         
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 209  
    Angle/Node @2= .00 208                                                      
 -----------------------------------------------------------------------------  
 From  210  To  220 DY= -647.000 mm.                                            
 RESTRAINTS                                                                     
    Node  220  Z                                                                
 -----------------------------------------------------------------------------  
 From  220  To  230 DY= -2,493.000 mm.                                          
 RESTRAINTS                                                                     
    Node  230  Z                                                                
 -----------------------------------------------------------------------------  
 From  230  To  240 DY= -281.000 mm.                                            
 BEND at "TO" end                                                               
    Radius= 383.251 mm. (user)   Bend Angle= 29.987   Angle/Node @1= 14.99 239  
    Angle/Node @2= .00 238                                                      
 -----------------------------------------------------------------------------  
 From  240  To  250 DY= -662.000 mm.  DZ= 382.000 mm.                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 249  
    Angle/Node @2= .00 248                                                      
 -----------------------------------------------------------------------------  
 From  250  To  260  DX= -881.000 mm.                                           
 RESTRAINTS                                                                     
    Node  260  +Y                                                               
 SIF's & TEE's                                                                  
    Node  260   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  70  To  270 DZ= -943.000 mm.                                             
 -----------------------------------------------------------------------------  
 From  270  To  280 DZ= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  280  To  290 DZ= -216.000 mm.                                            
 SIF's & TEE's                                                                  
    Node  290   Welding Tee                                                     
 -----------------------------------------------------------------------------  
 From  290  To  300 DZ= -641.000 mm.                                            
 RESTRAINTS                                                                     
    Node  300  +Y                                                               
 CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)  SEP 18,2026   8:23: 6      
 Jobname: C:\USERS\INGEN\ONEDRIVE\1.0 PROYECTOS DML\CARTON COLOMBIA\P2603 SW-K60
 Licensed To: Licensed To: Edit name in <system>\company.txt        ID:   1201  
                                                                                
 PIPE DATA                                                                      
 -----------------------------------------------------------------------------  
 From  300  To  310 DZ= -714.000 mm.                                            
 -----------------------------------------------------------------------------  
 From  310  To  313 DZ= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  313  To  316 DZ= -498.000 mm.                                            
 -----------------------------------------------------------------------------  
 From  316  To  320 DZ= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  320  To  330 DZ= -290.000 mm.                                            
 -----------------------------------------------------------------------------  
 From  330  To  333 DZ= -102.000 mm.                                            
    Element Name= BALL_FLG_150                                                  
 RIGID  Weight= 231.31 N.                                                       
 -----------------------------------------------------------------------------  
 From  333  To  336 DZ= -540.000 mm.                                            
    Element Name= BALL_FLG_150                                                  
 RIGID  Weight= 3,100.41 N.                                                     
 -----------------------------------------------------------------------------  
 From  336  To  340 DZ= -102.000 mm.                                            
    Element Name= BALL_FLG_150                                                  
 RIGID  Weight= 231.31 N.                                                       
 -----------------------------------------------------------------------------  
 From  340  To  350 DZ= -250.000 mm.                                            
 RESTRAINTS                                                                     
    Node  350  +Y                                                               
 SIF's & TEE's                                                                  
    Node  350   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  350  To  360 DZ= -597.000 mm.                                            
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 359  
    Angle/Node @2= .00 358                                                      
 -----------------------------------------------------------------------------  
 From  360  To  370 DY= 381.000 mm.                                             
 -----------------------------------------------------------------------------  
 From  370  To  380 DY= 105.000 mm.                                             
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  380  To  390 DY= 203.000 mm.                                             
 REDUCER                                                                        
    Diam2= 323.850 mm.                                                          
 -----------------------------------------------------------------------------  
 From  390  To  400 DY= 1,453.000 mm.                                           
 PIPE                                                                           
    Dia= 323.850 mm.   Wall= 4.572 mm.                                          
    Insul Thk= .000 mm.                                                         
 BEND at "TO" end                                                               
    Radius= 459.907 mm. (user)   Bend Angle= 18.158   Angle/Node @1= 9.08 399   
    Angle/Node @2= .00 398                                                      
 -----------------------------------------------------------------------------  
 From  400  To  410  DX= 250.000 mm.  DY= 1,063.000 mm.  DZ= 243.000 mm.        
 BEND at "TO" end                                                               
    Radius= 459.907 mm. (user)   Bend Angle= 18.158   Angle/Node @1= 9.08 409   
    Angle/Node @2= .00 408                                                      
 -----------------------------------------------------------------------------  
 From  410  To  420 DY= 74.000 mm.                                              
 RESTRAINTS                                                                     
    Node  420  X                                                                
    Node  420  Z                                                                
 -----------------------------------------------------------------------------  
 From  260  To  430  DX= -393.000 mm.                                           
 PIPE                                                                           
    Dia= 273.050 mm.   Wall= 4.191 mm.                                          
    Insul Thk= .000 mm.                                                         
 -----------------------------------------------------------------------------  
 From  430  To  440  DX= -250.000 mm.                                           
 SIF's & TEE's                                                                  
    Node  440   Weldolet                                                        
 -----------------------------------------------------------------------------  
 From  440  To  450  DX= -245.000 mm.                                           
 SIF's & TEE's                                                                  
    Node  450   Weldolet                                                        
 -----------------------------------------------------------------------------  
 From  450  To  460  DX= -197.000 mm.                                           
 -----------------------------------------------------------------------------  
 From  460  To  470  DX= -104.775 mm.                                           
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  470  To  480  DX= -178.000 mm.  DY= -27.000 mm.                          
 REDUCER                                                                        
    Diam2= 219.075 mm.                                                          
 -----------------------------------------------------------------------------  
 From  480  To  490  DX= -114.000 mm.                                           
 PIPE                                                                           
    Dia= 219.075 mm.   Wall= 3.759 mm.                                          
    Insul Thk= .000 mm.                                                         
 SIF's & TEE's                                                                  
    Node  490   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  350  To  500 DY= 216.000 mm.                                             
 PIPE                                                                           
    Dia= 273.050 mm.   Wall= 4.191 mm.                                          
    Insul Thk= .000 mm.                                                         
 -----------------------------------------------------------------------------  
 From  500  To  510 DY= 105.000 mm.                                             
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  510  To  520 DY= 203.000 mm.                                             
 REDUCER                                                                        
    Diam2= 323.850 mm.                                                          
 -----------------------------------------------------------------------------  
 From  520  To  530 DY= 2,577.000 mm.                                           
 PIPE                                                                           
    Dia= 323.850 mm.   Wall= 4.572 mm.                                          
    Insul Thk= .000 mm.                                                         
 BEND at "TO" end                                                               
    Radius= 457.200 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 529  
    Angle/Node @2= .00 528                                                      
 RESTRAINTS                                                                     
    Node  530  Z                                                                
    Node  530  X                                                                
 -----------------------------------------------------------------------------  
 From  530  To  540  DX= -458.000 mm.                                           
 -----------------------------------------------------------------------------  
 From  290  To  550 DY= -216.000 mm.                                            
 PIPE                                                                           
    Dia= 273.050 mm.   Wall= 4.191 mm.                                          
    Insul Thk= .000 mm.                                                         
 -----------------------------------------------------------------------------  
 From  550  To  560 DY= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  560  To  570 DY= -216.000 mm.                                            
 SIF's & TEE's                                                                  
    Node  570   Welding Tee                                                     
 -----------------------------------------------------------------------------  
 From  570  To  580 DZ= 216.000 mm.                                             
 -----------------------------------------------------------------------------  
 From  580  To  590 DZ= 105.000 mm.                                             
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  590  To  600 DZ= 1,830.000 mm.                                           
 RESTRAINTS                                                                     
    Node  600  +Y                                                               
 -----------------------------------------------------------------------------  
 From  600  To  610 DZ= 1,545.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 609  
    Angle/Node @2= .00 608                                                      
 CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)  SEP 18,2026   8:23: 6      
 Jobname: C:\USERS\INGEN\ONEDRIVE\1.0 PROYECTOS DML\CARTON COLOMBIA\P2603 SW-K60
 Licensed To: Licensed To: Edit name in <system>\company.txt        ID:   1201  
                                                                                
 PIPE DATA                                                                      
 -----------------------------------------------------------------------------  
 From  610  To  620 DY= 3,674.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 619  
    Angle/Node @2= .00 618                                                      
 -----------------------------------------------------------------------------  
 From  620  To  630 DZ= 534.000 mm.                                             
 RESTRAINTS                                                                     
    Node  630  +Y                                                               
 -----------------------------------------------------------------------------  
 From  630  To  640 DZ= 2,166.000 mm.                                           
 RESTRAINTS                                                                     
    Node  640  +Y                                                               
 -----------------------------------------------------------------------------  
 From  640  To  650 DZ= 2,221.000 mm.                                           
 RESTRAINTS                                                                     
    Node  650  +Y                                                               
 -----------------------------------------------------------------------------  
 From  650  To  660 DZ= 2,225.000 mm.                                           
 RESTRAINTS                                                                     
    Node  660  +Y                                                               
 -----------------------------------------------------------------------------  
 From  660  To  670 DZ= 2,547.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 669  
    Angle/Node @2= .00 668                                                      
 -----------------------------------------------------------------------------  
 From  670  To  680  DX= -2,247.000 mm.                                         
 RESTRAINTS                                                                     
    Node  680  +Y                                                               
 -----------------------------------------------------------------------------  
 From  680  To  690  DX= -4,722.000 mm.                                         
 RESTRAINTS                                                                     
    Node  690  +Y                                                               
 -----------------------------------------------------------------------------  
 From  690  To  700  DX= -6,811.000 mm.                                         
 RESTRAINTS                                                                     
    Node  700  +Y                                                               
 -----------------------------------------------------------------------------  
 From  700  To  710  DX= -9,288.000 mm.                                         
 RESTRAINTS                                                                     
    Node  710  +Y                                                               
 -----------------------------------------------------------------------------  
 From  710  To  720  DX= -531.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 719  
    Angle/Node @2= .00 718                                                      
 -----------------------------------------------------------------------------  
 From  720  To  730 DY= -1,261.000 mm.                                          
 RESTRAINTS                                                                     
    Node  730  Z                                                                
 -----------------------------------------------------------------------------  
 From  730  To  740 DY= -3,190.000 mm.                                          
 RESTRAINTS                                                                     
    Node  740  Z                                                                
 -----------------------------------------------------------------------------  
 From  740  To  750 DY= -759.000 mm.                                            
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 749  
    Angle/Node @2= .00 748                                                      
 -----------------------------------------------------------------------------  
 From  750  To  760 DZ= 531.000 mm.                                             
 SIF's & TEE's                                                                  
    Node  760   Weldolet                                                        
 -----------------------------------------------------------------------------  
 From  760  To  770 DZ= 3,183.000 mm.                                           
 -----------------------------------------------------------------------------  
 From  770  To  780 DZ= 480.000 mm.                                             
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 779  
    Angle/Node @2= .00 778                                                      
 -----------------------------------------------------------------------------  
 From  780  To  790 DY= -381.000 mm.                                            
 -----------------------------------------------------------------------------  
 From  790  To  800 DY= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  800  To  810 DY= -2,436.000 mm.                                          
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 809  
    Angle/Node @2= .00 808                                                      
 -----------------------------------------------------------------------------  
 From  810  To  820  DX= 1,013.000 mm.  DZ= 1,013.000 mm.                       
 RESTRAINTS                                                                     
    Node  820  +Y                                                               
 -----------------------------------------------------------------------------  
 From  820  To  830  DX= 1,574.000 mm.  DZ= 1,574.000 mm.                       
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 829  
    Angle/Node @2= .00 828                                                      
 -----------------------------------------------------------------------------  
 From  830  To  840 DY= -684.000 mm.                                            
 -----------------------------------------------------------------------------  
 From  840  To  850 DY= -127.000 mm.                                            
 RIGID  Weight= 100.78 N.                                                       
 RESTRAINTS                                                                     
    Node  850  ANC                                                              
 -----------------------------------------------------------------------------  
 From  570  To  860 DZ= -589.000 mm.                                            
 RESTRAINTS                                                                     
    Node  860  +Y                                                               
 -----------------------------------------------------------------------------  
 From  860  To  870 DZ= -2,546.000 mm.                                          
 RESTRAINTS                                                                     
    Node  870  +Y                                                               
 -----------------------------------------------------------------------------  
 From  870  To  880 DZ= -1,240.000 mm.                                          
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 879  
    Angle/Node @2= .00 878                                                      
 -----------------------------------------------------------------------------  
 From  880  To  890 DY= -1,548.000 mm.                                          
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 889  
    Angle/Node @2= .00 888                                                      
 -----------------------------------------------------------------------------  
 From  890  To  900  DX= 1,534.000 mm.                                          
 RESTRAINTS                                                                     
    Node  900  +Y                                                               
 -----------------------------------------------------------------------------  
 From  900  To  910  DX= 1,837.000 mm.                                          
 BEND at "TO" end                                                               
    Radius= 381.000 mm. (user)   Bend Angle= 90.000   Angle/Node @1= 45.00 909  
    Angle/Node @2= .00 908                                                      
 -----------------------------------------------------------------------------  
 From  910  To  920 DY= -1,431.000 mm.                                          
 SIF's & TEE's                                                                  
    Node  920   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  920  To  930 DY= -1,136.000 mm.                                          
 -----------------------------------------------------------------------------  
 From  930  To  940 DY= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  940  To  950 DY= -5.000 mm.                                              
 -----------------------------------------------------------------------------  
 From  950  To  960 DY= -105.000 mm.                                            
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 235.76 N.                                                       
 -----------------------------------------------------------------------------  
 From  960  To  970 DY= -1,256.000 mm.                                          
 SIF's & TEE's                                                                  
    Node  970   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  970  To  980 DY= -304.000 mm.                                            
 SIF's & TEE's                                                                  
    Node  980   Unreinforced Tee                                                
 CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)  SEP 18,2026   8:23: 6      
 Jobname: C:\USERS\INGEN\ONEDRIVE\1.0 PROYECTOS DML\CARTON COLOMBIA\P2603 SW-K60
 Licensed To: Licensed To: Edit name in <system>\company.txt        ID:   1201  
                                                                                
 PIPE DATA                                                                      
 -----------------------------------------------------------------------------  
 From  980  To  990 DY= -118.000 mm.                                            
 SIF's & TEE's                                                                  
    Node  980   Unreinforced Tee                                                
 -----------------------------------------------------------------------------  
 From  990  To  1000 DY= -178.000 mm.                                           
 REDUCER                                                                        
    Diam2= 168.275 mm.                                                          
 -----------------------------------------------------------------------------  
 From  1000  To  1010 DY= -89.000 mm.                                           
 PIPE                                                                           
    Dia= 168.275 mm.   Wall= 3.404 mm.                                          
    Insul Thk= .000 mm.                                                         
 RIGID  Weight= 46.27 N.                                                        
 RESTRAINTS                                                                     
    Node  1010  ANC                                                             
 -----------------------------------------------------------------------------  
 From  490  To  1020  DX= -252.000 mm.  DZ= 252.000 mm.                         
 PIPE                                                                           
    Dia= 219.075 mm.   Wall= 3.759 mm.                                          
    Insul Thk= .000 mm.                                                         
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 45.000   Angle/Node @1= 22.50 1019 
    Angle/Node @2= .00 1018                                                     
 -----------------------------------------------------------------------------  
 From  1020  To  1030  DX= -127.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1030  To  1033  DX= -102.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 173.48 N.                                                       
 -----------------------------------------------------------------------------  
 From  1033  To  1036  DX= -502.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 1,743.70 N.                                                     
 -----------------------------------------------------------------------------  
 From  1036  To  1040  DX= -102.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 173.48 N.                                                       
 -----------------------------------------------------------------------------  
 From  1040  To  1050  DX= -237.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1050  To  1053  DX= -105.000 mm.                                         
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 177.93 N.                                                       
 -----------------------------------------------------------------------------  
 From  1053  To  1056  DX= -105.000 mm.                                         
    Element Name= FLANGE_FLG_150                                                
 -----------------------------------------------------------------------------  
 From  1056  To  1060  DX= -105.000 mm.                                         
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 177.93 N.                                                       
 -----------------------------------------------------------------------------  
 From  1060  To  1070  DX= -369.000 mm.                                         
 RESTRAINTS                                                                     
    Node  1070  +Y                                                              
 -----------------------------------------------------------------------------  
 From  1070  To  1080  DX= -526.000 mm.                                         
 SIF's & TEE's                                                                  
    Node  1080   Weldolet                                                       
 -----------------------------------------------------------------------------  
 From  1080  To  1090  DX= -400.000 mm.                                         
 SIF's & TEE's                                                                  
    Node  1090   Weldolet                                                       
 -----------------------------------------------------------------------------  
 From  1090  To  1100  DX= -905.000 mm.                                         
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 90.000   Angle/Node @1= 45.00 1099 
    Angle/Node @2= .00 1098                                                     
 -----------------------------------------------------------------------------  
 From  1100  To  1110 DZ= 2,632.000 mm.                                         
 RESTRAINTS                                                                     
    Node  1110  +Y                                                              
 -----------------------------------------------------------------------------  
 From  1110  To  1120 DZ= 964.000 mm.                                           
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 90.000   Angle/Node @1= 45.00 1119 
    Angle/Node @2= .00 1118                                                     
 -----------------------------------------------------------------------------  
 From  1120  To  1130 DY= -3,770.000 mm.                                        
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 90.000   Angle/Node @1= 45.00 1129 
    Angle/Node @2= .00 1128                                                     
 -----------------------------------------------------------------------------  
 From  1130  To  1140  DX= 771.000 mm.  DZ= 771.000 mm.                         
 RESTRAINTS                                                                     
    Node  1140  +Y                                                              
 -----------------------------------------------------------------------------  
 From  1140  To  1150  DX= 1,986.000 mm.  DZ= 1,986.000 mm.                     
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 90.000   Angle/Node @1= 45.00 1149 
    Angle/Node @2= .00 1148                                                     
 -----------------------------------------------------------------------------  
 From  1150  To  1160 DY= -984.000 mm.                                          
 -----------------------------------------------------------------------------  
 From  1160  To  1170 DY= -105.000 mm.                                          
 RIGID  Weight= 76.43 N.                                                        
 RESTRAINTS                                                                     
    Node  1170  ANC                                                             
 -----------------------------------------------------------------------------  
 From  490  To  1180  DX= -252.000 mm.  DZ= -252.000 mm.                        
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 45.000   Angle/Node @1= 22.50 1179 
    Angle/Node @2= .00 1178                                                     
 -----------------------------------------------------------------------------  
 From  1180  To  1190  DX= -127.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1190  To  1193  DX= -102.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 173.48 N.                                                       
 -----------------------------------------------------------------------------  
 From  1193  To  1196  DX= -502.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 1,743.70 N.                                                     
 -----------------------------------------------------------------------------  
 From  1196  To  1200  DX= -102.000 mm.                                         
    Element Name= CHECK_FLG_150                                                 
 RIGID  Weight= 173.48 N.                                                       
 -----------------------------------------------------------------------------  
 From  1200  To  1210  DX= -237.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1210  To  1213  DX= -105.000 mm.                                         
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 177.93 N.                                                       
 -----------------------------------------------------------------------------  
 From  1213  To  1216  DX= -186.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1216  To  1220  DX= -105.000 mm.                                         
    Element Name= FLANGE_FLG_150                                                
 RIGID  Weight= 177.93 N.                                                       
 -----------------------------------------------------------------------------  
 From  1220  To  1230  DX= -370.000 mm.                                         
 -----------------------------------------------------------------------------  
 From  1230  To  1240  DX= -526.000 mm.                                         
 RESTRAINTS                                                                     
    Node  1230  +Y                                                              
 SIF's & TEE's                                                                  
    Node  1240   Weldolet                                                       
 -----------------------------------------------------------------------------  
 From  1240  To  1250  DX= -400.000 mm.                                         
 SIF's & TEE's                                                                  
    Node  1250   Weldolet                                                       
 -----------------------------------------------------------------------------  
 From  1250  To  1260  DX= -1,280.000 mm.                                       
 BEND at "TO" end                                                               
    Radius= 304.800 mm. (LONG)   Bend Angle= 90.000   Angle/Node @1= 45.00 1259 
    Angle/Node @2= .00 1258                                                     
 -----------------------------------------------------------------------------  
 From  1260  To  1270 DZ= 3,136.000 mm.                                         
